Provider,inpatient_claim_count,in_sum_amt,in_mean_amt,in_std_amt,in_unique_benes,outpatient_claim_count,out_sum_amt,out_mean_amt,out_std_amt,out_unique_benes,total_claim_count,total_sum_amt,mean_amt_overall,pct_inpatient,unique_beneficiaries,PotentialFraud,_label_raw,_label
PRV54642,0.0,0.0,0.0,0.0,0.0,49.0,14110.0,287.9591836734694,513.3183693375095,46.0,49.0,14110.0,287.9591836734694,0.0,46.0,No,No,legit
PRV54643,0.0,0.0,0.0,0.0,0.0,18.0,8380.0,465.55555555555554,1024.2370028018402,18.0,18.0,8380.0,465.55555555555554,0.0,18.0,No,No,legit
PRV54644,22.0,194000.0,8818.181818181818,11619.508897237742,21.0,46.0,18370.0,399.3478260869565,783.8803825241963,45.0,68.0,212370.0,3123.0882352941176,0.3235294117647059,66.0,Yes,Yes,fraud
PRV54645,0.0,0.0,0.0,0.0,0.0,2.0,1010.0,505.0,700.035713374682,2.0,2.0,1010.0,505.0,0.0,2.0,No,No,legit
PRV54646,0.0,0.0,0.0,0.0,0.0,23.0,11180.0,486.0869565217391,789.1637641455139,13.0,23.0,11180.0,486.0869565217391,0.0,13.0,No,No,legit
PRV54649,22.0,302000.0,13727.272727272728,14658.596756663266,22.0,53.0,13080.0,246.79245283018867,527.3802218546723,51.0,75.0,315080.0,4201.066666666667,0.29333333333333333,73.0,Yes,Yes,fraud
PRV54651,21.0,270000.0,12857.142857142857,10584.355031298386,21.0,70.0,21760.0,310.85714285714283,646.24162676636,66.0,91.0,291760.0,3206.153846153846,0.23076923076923078,87.0,Yes,Yes,fraud
PRV54652,0.0,0.0,0.0,0.0,0.0,38.0,12020.0,316.3157894736842,611.8311949347678,33.0,38.0,12020.0,316.3157894736842,0.0,33.0,No,No,legit
PRV54653,40.0,371000.0,9275.0,8038.329651721406,31.0,30.0,6740.0,224.66666666666666,456.35537674608094,30.0,70.0,377740.0,5396.285714285715,0.5714285714285714,61.0,No,No,legit
PRV54656,0.0,0.0,0.0,0.0,0.0,35.0,11380.0,325.14285714285717,556.170580205133,35.0,35.0,11380.0,325.14285714285717,0.0,35.0,No,No,legit
PRV54657,17.0,287000.0,16882.352941176472,25695.044154810224,17.0,29.0,5220.0,180.0,188.52813355798423,29.0,46.0,292220.0,6352.608695652174,0.3695652173913043,46.0,No,No,legit
PRV54658,27.0,175000.0,6481.481481481482,3297.672493539022,27.0,58.0,17580.0,303.1034482758621,630.3416141380931,58.0,85.0,192580.0,2265.6470588235293,0.3176470588235294,85.0,No,No,legit
PRV54660,0.0,0.0,0.0,0.0,0.0,24.0,5110.0,212.91666666666666,486.2320001511774,21.0,24.0,5110.0,212.91666666666666,0.0,21.0,No,No,legit
PRV54661,3.0,84000.0,28000.0,34871.19154832539,3.0,16.0,4200.0,262.5,490.09522884163374,16.0,19.0,88200.0,4642.105263157895,0.15789473684210525,19.0,No,No,legit
PRV54662,3.0,17000.0,5666.666666666667,2081.6659994661327,3.0,42.0,8590.0,204.52380952380952,275.1159611912888,41.0,45.0,25590.0,568.6666666666666,0.06666666666666667,44.0,No,No,legit
PRV54664,0.0,0.0,0.0,0.0,0.0,2.0,1200.0,600.0,424.26406871192853,2.0,2.0,1200.0,600.0,0.0,2.0,No,No,legit
PRV54666,1.0,10000.0,10000.0,0.0,1.0,4.0,1310.0,327.5,515.8407376959159,4.0,5.0,11310.0,2262.0,0.2,5.0,No,No,legit
PRV54667,9.0,72600.0,8066.666666666667,4752.893855326457,7.0,157.0,64090.0,408.21656050955414,724.8947785578274,65.0,166.0,136690.0,823.433734939759,0.05421686746987952,72.0,No,No,legit
PRV54668,1.0,3000.0,3000.0,0.0,1.0,305.0,93050.0,305.08196721311475,615.2615590319563,260.0,306.0,96050.0,313.8888888888889,0.0032679738562091504,261.0,No,No,legit
PRV54670,0.0,0.0,0.0,0.0,0.0,159.0,39370.0,247.61006289308176,486.33407687358005,115.0,159.0,39370.0,247.61006289308176,0.0,115.0,No,No,legit
PRV54671,0.0,0.0,0.0,0.0,0.0,3.0,920.0,306.6666666666667,427.70706486254505,1.0,3.0,920.0,306.6666666666667,0.0,1.0,No,No,legit
PRV54672,0.0,0.0,0.0,0.0,0.0,10.0,4200.0,420.0,589.5949645495815,7.0,10.0,4200.0,420.0,0.0,7.0,No,No,legit
PRV54673,1.0,6000.0,6000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6000.0,6000.0,1.0,1.0,No,No,legit
PRV54674,3.0,27000.0,9000.0,6244.9979983983985,3.0,0.0,0.0,0.0,0.0,0.0,3.0,27000.0,9000.0,1.0,3.0,No,No,legit
PRV54675,37.0,422000.0,11405.405405405405,10610.42322817903,34.0,0.0,0.0,0.0,0.0,0.0,37.0,422000.0,11405.405405405405,1.0,34.0,Yes,Yes,fraud
PRV54676,40.0,375200.0,9380.0,8110.651432940925,36.0,0.0,0.0,0.0,0.0,0.0,40.0,375200.0,9380.0,1.0,36.0,Yes,Yes,fraud
PRV54677,0.0,0.0,0.0,0.0,0.0,27.0,16270.0,602.5925925925926,868.3033526658252,15.0,27.0,16270.0,602.5925925925926,0.0,15.0,No,No,legit
PRV54678,0.0,0.0,0.0,0.0,0.0,15.0,6850.0,456.6666666666667,806.4974241980535,7.0,15.0,6850.0,456.6666666666667,0.0,7.0,No,No,legit
PRV54679,1.0,7000.0,7000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7000.0,7000.0,1.0,1.0,No,No,legit
PRV54680,18.0,257000.0,14277.777777777777,13345.215293948242,17.0,0.0,0.0,0.0,0.0,0.0,18.0,257000.0,14277.777777777777,1.0,17.0,Yes,Yes,fraud
PRV54681,0.0,0.0,0.0,0.0,0.0,301.0,63790.0,211.9269102990033,413.65155381482845,285.0,301.0,63790.0,211.9269102990033,0.0,285.0,No,No,legit
PRV54682,6.0,33000.0,5500.0,3271.0854467592253,6.0,90.0,24690.0,274.3333333333333,523.2118826606514,82.0,96.0,57690.0,600.9375,0.0625,88.0,No,No,legit
PRV54683,0.0,0.0,0.0,0.0,0.0,462.0,123850.0,268.0735930735931,624.458091311511,406.0,462.0,123850.0,268.0735930735931,0.0,406.0,No,No,legit
PRV54684,0.0,0.0,0.0,0.0,0.0,133.0,43360.0,326.01503759398497,570.0318170939499,128.0,133.0,43360.0,326.01503759398497,0.0,128.0,No,No,legit
PRV54685,0.0,0.0,0.0,0.0,0.0,145.0,40150.0,276.8965517241379,627.3838064638159,139.0,145.0,40150.0,276.8965517241379,0.0,139.0,No,No,legit
PRV54686,14.0,106000.0,7571.428571428572,3797.0491723945875,13.0,143.0,39620.0,277.06293706293707,556.6750286839952,113.0,157.0,145620.0,927.515923566879,0.08917197452229299,126.0,No,No,legit
PRV54687,0.0,0.0,0.0,0.0,0.0,18.0,9390.0,521.6666666666666,666.2471719396992,18.0,18.0,9390.0,521.6666666666666,0.0,18.0,No,No,legit
PRV54688,11.0,143000.0,13000.0,22825.42442102665,11.0,1021.0,258660.0,253.33986287952987,554.2524651855824,470.0,1032.0,401660.0,389.20542635658916,0.01065891472868217,481.0,Yes,Yes,fraud
PRV54689,0.0,0.0,0.0,0.0,0.0,20.0,2070.0,103.5,131.28013438525468,20.0,20.0,2070.0,103.5,0.0,20.0,No,No,legit
PRV54690,0.0,0.0,0.0,0.0,0.0,840.0,224960.0,267.8095238095238,522.237746656775,366.0,840.0,224960.0,267.8095238095238,0.0,366.0,No,No,legit
PRV54691,7.0,84000.0,12000.0,13127.579111676812,7.0,60.0,14310.0,238.5,698.6132146823545,59.0,67.0,98310.0,1467.313432835821,0.1044776119402985,66.0,No,No,legit
PRV54692,48.0,371000.0,7729.166666666667,8524.656562205077,38.0,24.0,4880.0,203.33333333333334,446.59744218067215,24.0,72.0,375880.0,5220.555555555556,0.6666666666666666,62.0,Yes,Yes,fraud
PRV54693,2.0,15000.0,7500.0,4949.747468305833,2.0,50.0,24930.0,498.6,805.9270489090593,49.0,52.0,39930.0,767.8846153846154,0.038461538461538464,51.0,No,No,legit
PRV54694,0.0,0.0,0.0,0.0,0.0,330.0,90760.0,275.030303030303,490.8637932427132,155.0,330.0,90760.0,275.030303030303,0.0,155.0,No,No,legit
PRV54695,0.0,0.0,0.0,0.0,0.0,53.0,15750.0,297.1698113207547,535.7933634358368,53.0,53.0,15750.0,297.1698113207547,0.0,53.0,No,No,legit
PRV54696,6.0,118000.0,19666.666666666668,21001.587241603112,6.0,65.0,21150.0,325.38461538461536,741.8180305065491,58.0,71.0,139150.0,1959.8591549295775,0.08450704225352113,64.0,No,No,legit
PRV54697,1.0,10000.0,10000.0,0.0,1.0,7.0,880.0,125.71428571428571,254.35258617760914,7.0,8.0,10880.0,1360.0,0.125,8.0,No,No,legit
PRV54699,0.0,0.0,0.0,0.0,0.0,4.0,360.0,90.0,80.82903768654761,4.0,4.0,360.0,90.0,0.0,4.0,No,No,legit
PRV54701,0.0,0.0,0.0,0.0,0.0,6.0,1310.0,218.33333333333334,384.0008680545744,5.0,6.0,1310.0,218.33333333333334,0.0,5.0,No,No,legit
PRV54703,0.0,0.0,0.0,0.0,0.0,11.0,660.0,60.0,58.309518948453004,11.0,11.0,660.0,60.0,0.0,11.0,No,No,legit
PRV54704,0.0,0.0,0.0,0.0,0.0,161.0,44710.0,277.70186335403724,546.0371421057417,115.0,161.0,44710.0,277.70186335403724,0.0,115.0,No,No,legit
PRV54705,20.0,164000.0,8200.0,5053.399064517185,17.0,237.0,55740.0,235.18987341772151,488.48050659237833,112.0,257.0,219740.0,855.0194552529183,0.07782101167315175,129.0,No,No,legit
PRV54707,0.0,0.0,0.0,0.0,0.0,9.0,1280.0,142.22222222222223,157.93810320642845,8.0,9.0,1280.0,142.22222222222223,0.0,8.0,No,No,legit
PRV54708,0.0,0.0,0.0,0.0,0.0,8.0,2680.0,335.0,611.6021115538622,8.0,8.0,2680.0,335.0,0.0,8.0,No,No,legit
PRV54710,0.0,0.0,0.0,0.0,0.0,2.0,860.0,430.0,523.2590180780452,2.0,2.0,860.0,430.0,0.0,2.0,No,No,legit
PRV54711,0.0,0.0,0.0,0.0,0.0,2.0,40.0,20.0,0.0,2.0,2.0,40.0,20.0,0.0,2.0,No,No,legit
PRV54712,0.0,0.0,0.0,0.0,0.0,14.0,7460.0,532.8571428571429,711.2548885480624,13.0,14.0,7460.0,532.8571428571429,0.0,13.0,No,No,legit
PRV54713,0.0,0.0,0.0,0.0,0.0,17.0,1770.0,104.11764705882354,109.43370273420179,17.0,17.0,1770.0,104.11764705882354,0.0,17.0,No,No,legit
PRV54714,0.0,0.0,0.0,0.0,0.0,10.0,2480.0,248.0,424.4421175038018,10.0,10.0,2480.0,248.0,0.0,10.0,No,No,legit
PRV54715,0.0,0.0,0.0,0.0,0.0,19.0,6890.0,362.63157894736844,640.7360533468361,18.0,19.0,6890.0,362.63157894736844,0.0,18.0,No,No,legit
PRV54716,0.0,0.0,0.0,0.0,0.0,141.0,39240.0,278.29787234042556,597.3022176500994,55.0,141.0,39240.0,278.29787234042556,0.0,55.0,No,No,legit
PRV54717,0.0,0.0,0.0,0.0,0.0,3.0,2400.0,800.0,1300.0,3.0,3.0,2400.0,800.0,0.0,3.0,No,No,legit
PRV54718,29.0,302000.0,10413.793103448275,12508.617719051907,24.0,0.0,0.0,0.0,0.0,0.0,29.0,302000.0,10413.793103448275,1.0,24.0,Yes,Yes,fraud
PRV54720,9.0,127000.0,14111.111111111111,8594.248722902492,9.0,0.0,0.0,0.0,0.0,0.0,9.0,127000.0,14111.111111111111,1.0,9.0,No,No,legit
PRV54723,0.0,0.0,0.0,0.0,0.0,90.0,24350.0,270.55555555555554,452.54178802913805,86.0,90.0,24350.0,270.55555555555554,0.0,86.0,No,No,legit
PRV54724,48.0,489000.0,10187.5,9009.820292443554,45.0,23.0,6650.0,289.1304347826087,521.3698132932504,23.0,71.0,495650.0,6980.985915492958,0.676056338028169,68.0,No,No,legit
PRV54725,0.0,0.0,0.0,0.0,0.0,116.0,34700.0,299.13793103448273,573.595174568141,112.0,116.0,34700.0,299.13793103448273,0.0,112.0,No,No,legit
PRV54726,2.0,27000.0,13500.0,12020.815280171308,2.0,32.0,6290.0,196.5625,584.2591635235945,32.0,34.0,33290.0,979.1176470588235,0.058823529411764705,34.0,No,No,legit
PRV54727,0.0,0.0,0.0,0.0,0.0,59.0,24270.0,411.35593220338984,626.6398009171718,59.0,59.0,24270.0,411.35593220338984,0.0,59.0,No,No,legit
PRV54728,2.0,10000.0,5000.0,1414.213562373095,2.0,9.0,3690.0,410.0,669.776081985614,9.0,11.0,13690.0,1244.5454545454545,0.18181818181818182,11.0,No,No,legit
PRV54730,0.0,0.0,0.0,0.0,0.0,40.0,9450.0,236.25,509.0044959753076,39.0,40.0,9450.0,236.25,0.0,39.0,No,No,legit
PRV54734,0.0,0.0,0.0,0.0,0.0,138.0,42870.0,310.6521739130435,667.5712668937309,127.0,138.0,42870.0,310.6521739130435,0.0,127.0,No,No,legit
PRV54735,5.0,39000.0,7800.0,7085.195833567341,5.0,33.0,20710.0,627.5757575757576,2467.1010699592225,33.0,38.0,59710.0,1571.3157894736842,0.13157894736842105,38.0,No,No,legit
PRV54737,13.0,161000.0,12384.615384615385,11169.440910645897,13.0,22.0,8510.0,386.8181818181818,688.9977977961653,22.0,35.0,169510.0,4843.142857142857,0.37142857142857144,35.0,No,No,legit
PRV54739,45.0,598000.0,13288.888888888889,12492.947505442316,40.0,141.0,34650.0,245.74468085106383,486.92949627898344,140.0,186.0,632650.0,3401.3440860215055,0.24193548387096775,180.0,Yes,Yes,fraud
PRV54741,0.0,0.0,0.0,0.0,0.0,177.0,47650.0,269.2090395480226,560.7112430651276,171.0,177.0,47650.0,269.2090395480226,0.0,171.0,No,No,legit
PRV54742,231.0,2499900.0,10822.077922077922,12429.889887685598,198.0,1661.0,469630.0,282.739313666466,580.6084449429293,879.0,1892.0,2969530.0,1569.5190274841439,0.12209302325581395,1077.0,Yes,Yes,fraud
PRV54743,7.0,69000.0,9857.142857142857,5785.8612562167855,7.0,73.0,18470.0,253.013698630137,673.9141161311671,70.0,80.0,87470.0,1093.375,0.0875,77.0,Yes,Yes,fraud
PRV54745,10.0,80000.0,8000.0,3972.1250959376616,10.0,818.0,215740.0,263.7408312958435,539.8065670328517,493.0,828.0,295740.0,357.17391304347825,0.012077294685990338,503.0,No,No,legit
PRV54747,0.0,0.0,0.0,0.0,0.0,21.0,5420.0,258.0952380952381,588.1464022470856,20.0,21.0,5420.0,258.0952380952381,0.0,20.0,No,No,legit
PRV54748,0.0,0.0,0.0,0.0,0.0,85.0,32110.0,377.7647058823529,626.1111579207235,83.0,85.0,32110.0,377.7647058823529,0.0,83.0,No,No,legit
PRV54753,0.0,0.0,0.0,0.0,0.0,16.0,7780.0,486.25,809.2043417250469,16.0,16.0,7780.0,486.25,0.0,16.0,No,No,legit
PRV54756,3.0,11000.0,3666.6666666666665,577.3502691896258,3.0,16.0,6390.0,399.375,552.2495661685334,16.0,19.0,17390.0,915.2631578947369,0.15789473684210525,19.0,No,No,legit
PRV54757,15.0,105000.0,7000.0,4035.5562548072953,15.0,50.0,12290.0,245.8,561.216208473224,50.0,65.0,117290.0,1804.4615384615386,0.23076923076923078,65.0,No,No,legit
PRV54758,0.0,0.0,0.0,0.0,0.0,95.0,25690.0,270.42105263157896,601.533352375541,93.0,95.0,25690.0,270.42105263157896,0.0,93.0,No,No,legit
PRV54759,5.0,34000.0,6800.0,5019.960159204454,5.0,39.0,11140.0,285.64102564102564,631.5677855513918,39.0,44.0,45140.0,1025.909090909091,0.11363636363636363,44.0,No,No,legit
PRV54760,24.0,194000.0,8083.333333333333,7180.387943174989,22.0,7.0,1090.0,155.71428571428572,170.08401285415226,7.0,31.0,195090.0,6293.225806451613,0.7741935483870968,29.0,No,No,legit
PRV54761,0.0,0.0,0.0,0.0,0.0,822.0,216040.0,262.82238442822387,555.2798858283214,483.0,822.0,216040.0,262.82238442822387,0.0,483.0,No,No,legit
PRV54763,0.0,0.0,0.0,0.0,0.0,34.0,11770.0,346.1764705882353,731.7021032595427,33.0,34.0,11770.0,346.1764705882353,0.0,33.0,No,No,legit
PRV54764,13.0,151000.0,11615.384615384615,9544.094697232607,13.0,38.0,11080.0,291.57894736842104,616.5971408783877,35.0,51.0,162080.0,3178.0392156862745,0.2549019607843137,48.0,No,No,legit
PRV54765,196.0,1986000.0,10132.65306122449,9067.991330571722,162.0,43.0,14500.0,337.2093023255814,823.6802592239393,41.0,239.0,2000500.0,8370.292887029289,0.8200836820083682,203.0,Yes,Yes,fraud
PRV54767,8.0,47000.0,5875.0,3356.762896431195,8.0,55.0,15080.0,274.1818181818182,436.1094447629492,54.0,63.0,62080.0,985.3968253968254,0.12698412698412698,62.0,No,No,legit
PRV54768,7.0,72000.0,10285.714285714286,5559.20515044749,7.0,25.0,7420.0,296.8,455.7568796335754,25.0,32.0,79420.0,2481.875,0.21875,32.0,No,No,legit
PRV54771,12.0,151000.0,12583.333333333334,12250.8503106247,12.0,73.0,20560.0,281.64383561643837,627.3710883489889,68.0,85.0,171560.0,2018.3529411764705,0.1411764705882353,80.0,Yes,Yes,fraud
PRV54772,109.0,1119800.0,10273.394495412844,10224.866586124412,100.0,2006.0,631520.0,314.81555333998006,612.6949104115839,1009.0,2115.0,1751320.0,828.0472813238771,0.051536643026004726,1109.0,Yes,Yes,fraud
PRV54773,10.0,156000.0,15600.0,12720.936373640983,10.0,24.0,4210.0,175.41666666666666,201.79583239258062,24.0,34.0,160210.0,4712.058823529412,0.29411764705882354,34.0,No,No,legit
PRV54774,5.0,60000.0,12000.0,11895.37725337032,5.0,483.0,143170.0,296.41821946169773,616.631028030218,260.0,488.0,203170.0,416.33196721311475,0.010245901639344262,265.0,No,No,legit
PRV54776,5.0,30000.0,6000.0,5049.752469181039,5.0,32.0,7450.0,232.8125,266.73938440648095,32.0,37.0,37450.0,1012.1621621621622,0.13513513513513514,37.0,No,No,legit
PRV54778,64.0,534000.0,8343.75,7536.616962410603,60.0,1608.0,464160.0,288.65671641791045,587.3866576351605,827.0,1672.0,998160.0,596.9856459330143,0.03827751196172249,887.0,Yes,Yes,fraud
PRV54779,9.0,111000.0,12333.333333333334,8972.17922246318,9.0,22.0,9680.0,440.0,816.811454609295,22.0,31.0,120680.0,3892.9032258064517,0.2903225806451613,31.0,No,No,legit
PRV54780,0.0,0.0,0.0,0.0,0.0,21.0,4950.0,235.71428571428572,512.9285664551295,21.0,21.0,4950.0,235.71428571428572,0.0,21.0,No,No,legit
PRV54781,71.0,741000.0,10436.61971830986,9317.774710375857,63.0,134.0,35560.0,265.3731343283582,529.5219247080264,127.0,205.0,776560.0,3788.0975609756097,0.3463414634146341,190.0,Yes,Yes,fraud
PRV54783,0.0,0.0,0.0,0.0,0.0,28.0,20530.0,733.2142857142857,1031.6332020112882,26.0,28.0,20530.0,733.2142857142857,0.0,26.0,No,No,legit
PRV54784,0.0,0.0,0.0,0.0,0.0,9.0,1520.0,168.88888888888889,245.27762048566746,9.0,9.0,1520.0,168.88888888888889,0.0,9.0,No,No,legit
PRV54785,2.0,24000.0,12000.0,7071.067811865475,2.0,6.0,2330.0,388.3333333333333,696.5749540908478,6.0,8.0,26330.0,3291.25,0.25,8.0,No,No,legit
PRV54786,0.0,0.0,0.0,0.0,0.0,1316.0,415900.0,316.03343465045594,749.1815024385636,697.0,1316.0,415900.0,316.03343465045594,0.0,697.0,Yes,Yes,fraud
PRV54787,24.0,282000.0,11750.0,12539.50279854758,23.0,53.0,15820.0,298.49056603773585,677.2268005124765,53.0,77.0,297820.0,3867.7922077922076,0.3116883116883117,76.0,No,No,legit
PRV54789,3.0,30000.0,10000.0,3605.5512754639894,3.0,0.0,0.0,0.0,0.0,0.0,3.0,30000.0,10000.0,1.0,3.0,No,No,legit
PRV54790,0.0,0.0,0.0,0.0,0.0,8.0,3560.0,445.0,631.2572488975586,8.0,8.0,3560.0,445.0,0.0,8.0,No,No,legit
PRV54792,0.0,0.0,0.0,0.0,0.0,22.0,5390.0,245.0,322.57520348712774,22.0,22.0,5390.0,245.0,0.0,22.0,No,No,legit
PRV54793,0.0,0.0,0.0,0.0,0.0,10.0,3820.0,382.0,762.6824007701007,5.0,10.0,3820.0,382.0,0.0,5.0,No,No,legit
PRV54794,0.0,0.0,0.0,0.0,0.0,3.0,450.0,150.0,130.7669683062202,3.0,3.0,450.0,150.0,0.0,3.0,No,No,legit
PRV54795,0.0,0.0,0.0,0.0,0.0,21.0,7510.0,357.6190476190476,823.6559036509407,21.0,21.0,7510.0,357.6190476190476,0.0,21.0,No,No,legit
PRV54796,0.0,0.0,0.0,0.0,0.0,2.0,1700.0,850.0,353.5533905932738,2.0,2.0,1700.0,850.0,0.0,2.0,No,No,legit
PRV54798,0.0,0.0,0.0,0.0,0.0,5.0,290.0,58.0,37.013511046643494,5.0,5.0,290.0,58.0,0.0,5.0,No,No,legit
PRV54799,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,1.0,1.0,100.0,100.0,0.0,1.0,No,No,legit
PRV54800,0.0,0.0,0.0,0.0,0.0,2.0,500.0,250.0,212.13203435596427,2.0,2.0,500.0,250.0,0.0,2.0,No,No,legit
PRV54802,0.0,0.0,0.0,0.0,0.0,17.0,1770.0,104.11764705882354,119.89885443204888,17.0,17.0,1770.0,104.11764705882354,0.0,17.0,No,No,legit
PRV54803,0.0,0.0,0.0,0.0,0.0,3.0,1880.0,626.6666666666666,1016.1856785712606,3.0,3.0,1880.0,626.6666666666666,0.0,3.0,No,No,legit
PRV54805,0.0,0.0,0.0,0.0,0.0,5.0,270.0,54.0,85.32291603080617,5.0,5.0,270.0,54.0,0.0,5.0,No,No,legit
PRV54806,0.0,0.0,0.0,0.0,0.0,75.0,13300.0,177.33333333333334,310.81989802618654,56.0,75.0,13300.0,177.33333333333334,0.0,56.0,No,No,legit
PRV54808,0.0,0.0,0.0,0.0,0.0,32.0,15140.0,473.125,941.4588456563123,32.0,32.0,15140.0,473.125,0.0,32.0,Yes,Yes,fraud
PRV54809,0.0,0.0,0.0,0.0,0.0,55.0,21170.0,384.90909090909093,724.3435667510291,53.0,55.0,21170.0,384.90909090909093,0.0,53.0,No,No,legit
PRV54810,0.0,0.0,0.0,0.0,0.0,7.0,3800.0,542.8571428571429,990.7693018679018,7.0,7.0,3800.0,542.8571428571429,0.0,7.0,No,No,legit
PRV54812,12.0,156000.0,13000.0,12869.97916223502,12.0,0.0,0.0,0.0,0.0,0.0,12.0,156000.0,13000.0,1.0,12.0,No,No,legit
PRV54813,0.0,0.0,0.0,0.0,0.0,1056.0,300030.0,284.1193181818182,604.6544436090892,711.0,1056.0,300030.0,284.1193181818182,0.0,711.0,No,No,legit
PRV54814,0.0,0.0,0.0,0.0,0.0,82.0,20790.0,253.53658536585365,440.3544362319789,72.0,82.0,20790.0,253.53658536585365,0.0,72.0,No,No,legit
PRV54817,1.0,7000.0,7000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7000.0,7000.0,1.0,1.0,No,No,legit
PRV54818,5.0,46000.0,9200.0,9782.63768111648,5.0,0.0,0.0,0.0,0.0,0.0,5.0,46000.0,9200.0,1.0,5.0,No,No,legit
PRV54819,23.0,158000.0,6869.565217391304,3957.7811486429305,21.0,2.0,110.0,55.0,63.63961030678928,2.0,25.0,158110.0,6324.4,0.92,23.0,No,No,legit
PRV54820,1.0,12000.0,12000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12000.0,12000.0,1.0,1.0,No,No,legit
PRV54821,7.0,39000.0,5571.428571428572,2070.1966780270627,7.0,0.0,0.0,0.0,0.0,0.0,7.0,39000.0,5571.428571428572,1.0,7.0,No,No,legit
PRV54822,16.0,136000.0,8500.0,5059.644256269407,16.0,0.0,0.0,0.0,0.0,0.0,16.0,136000.0,8500.0,1.0,16.0,Yes,Yes,fraud
PRV54824,10.0,100000.0,10000.0,5868.938953886337,10.0,0.0,0.0,0.0,0.0,0.0,10.0,100000.0,10000.0,1.0,10.0,No,No,legit
PRV54827,0.0,0.0,0.0,0.0,0.0,17.0,2570.0,151.1764705882353,204.7828835908038,12.0,17.0,2570.0,151.1764705882353,0.0,12.0,No,No,legit
PRV54828,3.0,88000.0,29333.333333333332,25774.66456296441,3.0,57.0,23610.0,414.2105263157895,774.9169249677697,20.0,60.0,111610.0,1860.1666666666667,0.05,23.0,Yes,Yes,fraud
PRV54829,0.0,0.0,0.0,0.0,0.0,75.0,21140.0,281.8666666666667,469.8323258508448,55.0,75.0,21140.0,281.8666666666667,0.0,55.0,No,No,legit
PRV54830,1.0,13000.0,13000.0,0.0,1.0,10.0,810.0,81.0,17.28840330651992,10.0,11.0,13810.0,1255.4545454545455,0.09090909090909091,11.0,No,No,legit
PRV54831,4.0,31000.0,7750.0,8261.355820929153,4.0,13.0,3040.0,233.84615384615384,494.56274393883297,13.0,17.0,34040.0,2002.3529411764705,0.23529411764705882,17.0,No,No,legit
PRV54832,5.0,86000.0,17200.0,20921.281031523857,5.0,55.0,9240.0,168.0,263.90514569808204,53.0,60.0,95240.0,1587.3333333333333,0.08333333333333333,58.0,Yes,Yes,fraud
PRV54833,0.0,0.0,0.0,0.0,0.0,88.0,19000.0,215.9090909090909,473.0911709262386,48.0,88.0,19000.0,215.9090909090909,0.0,48.0,No,No,legit
PRV54834,6.0,57000.0,9500.0,7503.332592921628,6.0,10.0,2300.0,230.0,491.1437897624505,10.0,16.0,59300.0,3706.25,0.375,16.0,No,No,legit
PRV54836,0.0,0.0,0.0,0.0,0.0,8.0,3400.0,425.0,668.3668795760946,8.0,8.0,3400.0,425.0,0.0,8.0,No,No,legit
PRV54837,0.0,0.0,0.0,0.0,0.0,1843.0,524060.0,284.35160065111234,665.1307089762304,728.0,1843.0,524060.0,284.35160065111234,0.0,728.0,Yes,Yes,fraud
PRV54838,0.0,0.0,0.0,0.0,0.0,58.0,10800.0,186.20689655172413,263.3310742932654,31.0,58.0,10800.0,186.20689655172413,0.0,31.0,No,No,legit
PRV54840,0.0,0.0,0.0,0.0,0.0,26.0,6520.0,250.76923076923077,468.51188311011344,21.0,26.0,6520.0,250.76923076923077,0.0,21.0,No,No,legit
PRV54841,3.0,50000.0,16666.666666666668,10016.652800877813,2.0,3.0,250.0,83.33333333333333,55.075705472861024,3.0,6.0,50250.0,8375.0,0.5,5.0,No,No,legit
PRV54842,3.0,17000.0,5666.666666666667,5507.570547286102,3.0,127.0,45420.0,357.6377952755906,716.2794709224479,56.0,130.0,62420.0,480.15384615384613,0.023076923076923078,59.0,No,No,legit
PRV54845,8.0,96000.0,12000.0,10460.811222298747,8.0,33.0,4280.0,129.6969696969697,142.83917635939486,28.0,41.0,100280.0,2445.8536585365855,0.1951219512195122,36.0,Yes,Yes,fraud
PRV54846,9.0,112000.0,12444.444444444445,10199.400853862828,8.0,33.0,5930.0,179.6969696969697,375.9445175860798,33.0,42.0,117930.0,2807.8571428571427,0.21428571428571427,41.0,No,No,legit
PRV54847,10.0,65500.0,6550.0,3847.437819871528,9.0,286.0,62700.0,219.23076923076923,448.74026703702344,131.0,296.0,128200.0,433.1081081081081,0.033783783783783786,140.0,No,No,legit
PRV54848,24.0,239000.0,9958.333333333334,11517.393903085911,22.0,4.0,270.0,67.5,23.62907813126304,4.0,28.0,239270.0,8545.357142857143,0.8571428571428571,26.0,No,No,legit
PRV54849,0.0,0.0,0.0,0.0,0.0,12.0,1590.0,132.5,104.37040681238058,12.0,12.0,1590.0,132.5,0.0,12.0,No,No,legit
PRV54852,0.0,0.0,0.0,0.0,0.0,180.0,51420.0,285.6666666666667,570.2984615054917,82.0,180.0,51420.0,285.6666666666667,0.0,82.0,No,No,legit
